topic,idx,q,a,context,datatype,attitude,group
Ethnic culture,14681,Why don't some Canonians consider themselves Southeast Asian?,"Because of self-pity. I have never heard of Singapore denying that it is a Southeast Asian country, and its wealth is comparable to that of Europe and the United States, so there is no need to feel inferior.",1,1,2,Southeast Asian
Ethnic culture,17105,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","To answer your question, I want to start with Sundar Pichai, the current CEO of Google, an Indian.",0,0,0,Indian
Ethnic culture,22685,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?",Sir，I，need，you，to，step，out，of，the，car!。,0,0,0,Negro
Ethnic culture,19269,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,Because the stadium is a place to talk about strength.,1,0,0,racism
Ethnic culture,18452,Can Japanese understand Chinese roughly?,"Japanese has advanced scholars who not only can write Chinese characters, but are also familiar with Chinese culture!",1,1,2,Japanese
Ethnic culture,24570,Negro在United States的地位是如何越来越高的？,"There are not so many messy reasons. In fact, it is very simple that the status of Negro is played. United States Negro not only played its position in United States, but also improved the status of African Negro.",0,2,2,Negro
Ethnic culture,22348,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?","The excessive political correctness of the United States is not only a literal prison, but even a cartoon that is harmless to humans and animals is banned. It's ridiculous!",0,2,3,Negro
Ethnic culture,22762,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","Sequence commands: hands up, (or I'll shoot) unbuckle seat belts, (hands up, or I'll shoot) open car door, (hands up.",0,0,0,Negro
Ethnic culture,14984,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?",You are the sheriff of a country with two minority jurisdictions in your jurisdiction whose taxes determine your standard of living.,1,1,3,Asian discrimination
Ethnic culture,20727,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,This fully shows that foreigners know very little about China.,1,2,2,Complexion
Ethnic culture,21342,Why do so many people in China hate Koreans?,"I posted an answer, which was deleted by Xiaozhi.",0,0,0,Korean
Ethnic culture,18175,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","The coordinates are in Shenyang, yes, the place where September 18 happened.",0,0,0,Japanese
Ethnic culture,14716,Why don't some Canonians consider themselves Southeast Asian?,"It's just too much brain supplementation. It's nothing more than admiration for the strong national power of the three East Asian countries, so he has a strange conversion heart, but in fact he is also a Central and South aboriginal with a layer of East Asian culture.",1,1,3,Southeast Asian
Ethnic culture,15724,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,1. Patriotism is not a Chinese patent.,0,0,0,Asian discrimination
minority,5263,Have you ever been discriminated by?,"Have. I am from Fran, I studied in Qingyuan for one year, and was discriminated by the region for one year.",0,1,3,Zhuang people
Ethnic culture,19219,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"Yao Ming has also been subject to Discrimination. In 2004, Steve Kerr referred to Yao Ming as ""Chinaman"" in a game commentary",1,2,3,racism
Ethnic culture,15004,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","From the perspective of class, leaving aside the interference of ethnic issues, in fact, this problem does not exist.",1,2,2,Asian discrimination
Ethnic culture,14623,Do the three East Asian countries really look down on Southeast Asian in their hearts?,"Ask yourself, looking at the world today, apart from the White people in Europe and the United States and the Japanese/Korea people who are also East Asian ethnic groups, what other ethnic groups are worthy of the Chinese people today?",1,2,3,Southeast Asian
Ethnic culture,24340,"What is the situation of ""black life matter"" in United States?","A United States movie must have Negro as one of the leading actors, and it can be without Jews, Middle Easterners, Asians.",0,0,0,Negro
Ethnic culture,21180,Why do so many people in China hate Koreans?,"Anyway, I'm kind of annoying Koreans, fragile patriotism.",0,1,3,Korean
Ethnic culture,15871,What do you think of the California Asian Subdivision Act?,There are one hundred students in our class.,0,0,0,Asian discrimination
Ethnic culture,21865,Why would United States Negro risk his life rather than listen to the police?,"as a criminal group. In addition to the high crime rate, Negro has a high arrest rate.",0,1,3,Negro
Ethnic culture,16625,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"Prove that there is no organization, how rubbish the Han people are; Prove that there is no leadership of the Chinese Communist Party.",1,2,3,Asian discrimination
Ethnic culture,23815,Why did White-dominated Western civilization allow Negro such a high status?,"Modern civilization is an industrial and commercial civilization, characterized by large-scale and high division of labor and cooperation.",0,0,0,Negro
minority,6118,Will Mongols and Han Chinese have love?,"I was puzzled. I have seen some videos of Chinese and foreign couples showing their affection on station B. Co-authored couples from different countries, different races, and different nationalities all get along well.",1,2,2,Mongols
Ethnic culture,22960,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"Of course I know it's a minority, and I know it's not all Americans.",0,0,0,Negro
Ethnic culture,22087,Why does Negro's appearance not fit the aesthetic of most Chinese?,"No matter from the perspective of biological genes or the evolution of cultural memes, everyone will think that people of the same race are good-looking, otherwise the race will not continue.",0,0,0,Negro
Ethnic culture,19947,Is China serious about racism today?,"Not to mention the reality, at least on the Internet, at least in Tieba and Zhihu, there are many.",0,0,0,racism
Ethnic culture,18831,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"White is better-looking than Negro, and it is the contradiction between the northern and southern civilizations in the northern hemisphere.",1,2,2,racism
Ethnic culture,24374,"What is the situation of ""black life matter"" in United States?","They themselves will take it for granted, the Virgin White will think it is a sacred cause, the Red Neck will think it is nonsense, and the Asian will think it's getting in my way.",1,2,3,Negro
