topic,idx,q,a,context,datatype,attitude,group
region,3259,Why has the reputation of Henan people suddenly improved in the past year?,"A manhole cover is simply worthless compared to telecom fraud, pig slaughtering trays, fake goods, and fake hospitals.",1,1,3,Henan people
region,5051,How does Chaoshan people feel to you?,"Smart, honest and sophisticated, will be a man.",1,1,2,Chaoshan people
region,780,"As a Shanghai drifter, what moment was you shocked by Shanghainese?",I have received a lot of attention and appreciation from the school's halo. Thank you in advance!,1,0,0,Shanghainese
region,1382,I would like to know what you guys think of Shanghainese?,Confident and conceited. Self-esteem and inferiority.,1,1,3,Shanghainese
region,1102,What should I pay attention to when working with Shanghainese?,Shanghainese is more concerned about personal privacy and private areas.,0,1,2,Shanghainese
region,1624,What do Northeasterners think of the Northeasterners?,"Education: The education rate is the top five in the country, and all three provinces are in the top five in the country. My hometown is a certain rural area in the northeastern province. The most proud thing in the local area is not how much money the family has.",1,2,1,Northeasterners
region,1849,What do Northeasterners think of the Northeasterners?,"Thank you for your invitation, I don't know what the northeast is like, the word northeast is too broad.",0,0,0,Northeasterners
region,2670,How to get along with Northeasterners on the Internet?,I also went to college in the Northeast and knew quite a few Northeasterners.,0,0,0,Northeasterners
region,1215,What should I pay attention to when working with Shanghainese?,"Shanghainese is very contractual, so please review carefully when signing the contract.",0,1,2,Shanghainese
region,2045,"Why are the vast majority of Northeasterners around me better off than me, some even much better?",If you ask who is in the countryside around you.,0,0,0,Northeasterners
region,31,Is it normal for Shanghainese to have five million in the family?,"Yes, it is very common, because 500w can't buy a house, you can only buy it after saving 1000w, so most people are still on the way to save.",1,2,3,Shanghainese
region,2897,Have you ever experienced Region discrimination firsthand?,"The second time I went to Tianjin for surgery, I went to see the night scene before the surgery.",0,0,0,Region discrimination
region,308,Are Shanghainese really richer?,"There is a gap between the rich and the poor everywhere. I have worked in Shanghai for six years, and in a small town in Qingpu, the local people have good welfare. For example, the elderly have money, and they travel twice a year, so their life is guaranteed.",1,1,2,Shanghainese
region,963,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","It can't be considered shocking, it may even be boring, but it is true that this meeting and conversation made me feel that the quality and character of the grandparents in Shanghai are very gentle since I was a child.",1,1,1,Shanghainese
region,1301,What should I pay attention to when working with Shanghainese?,(Small team) Distinguishing the internal garbage from the external garbage (mind) is easy.,1,1,3,Shanghainese
region,2840,Have you ever experienced Region discrimination firsthand?,"I travel frequently in Henan for more than half a year, and I firmly believe that Henan people are the best people on earth!",0,1,1,Region discrimination
region,3865,What do provincials think of Zhejiang people?,Many people say that Zhejiang is xenophobic. There are indeed some people who may not have the ability themselves.,0,1,3,Zhejiang people
region,4212,Will Zhejiang fall to the second echelon in the near future?,Zhejiang... Hasn't it always been in the second echelon?,0,0,0,Zhejiang people
region,3685,Where is the worst place in China to be hacked by Region discrimination?,There are very few people who engage in regional blackmail in China.,0,1,2,Zhejiang people
region,427,How serious is Region discrimination in Shanghai?,"In the second year of junior high school, I participated in the VEX, IQ robot competition in Yongzhou, Hunan.",0,0,0,Shanghainese
region,1441,I would like to know what you guys think of Shanghainese?,"Shanghainese not only rely on its own efforts, but also dipped in the light of a very big historical process.",0,1,1,Shanghainese
region,3371,Why has the reputation of Henan people suddenly improved in the past year?,"Because everyone is poor, and with the popularity of the Internet and the development of Internet public opinion, more and more poor people can access the Internet and begin to hate the rich.",1,1,3,Henan people
region,2849,Have you ever experienced Region discrimination firsthand?,"Have. My Jiaxing mother-in-law secretly called me ""Little Jiang Yankee.",1,2,3,Region discrimination
region,2724,How to get along with Northeasterners on the Internet?,"The objective answer is to suggest that you are here, and you will know when you get in touch with Northeasterners!",0,1,2,Northeasterners
region,2649,How to get along with Northeasterners on the Internet?,"It's really annoying, and 90% of Northeasterners can't stand it.",1,1,3,Northeasterners
region,4581,Is Region discrimination serious in Zhejiang?,"It's not serious, people in all parts of Zhejiang Province like to self-deprecating, and people who are self-deprecating are very interesting.",1,1,2,Zhejiang people
region,3327,Why has the reputation of Henan people suddenly improved in the past year?,Is it the reason why the capital lost its holding media?,0,0,0,Henan people
region,1587,Are Northeasterners a good mix in the South?,"Generally speaking, there are differences in the personalities of northern and southern people.",1,2,2,Northeasterners
region,3416,Why has the reputation of Henan people suddenly improved in the past year?,"My impression of Henan is really good. I have been to Zhengzhou, and I feel that it is a very simple city.",0,1,1,Henan people
region,215,Are Shanghainese really richer?,"310104, the parents of the post-90s are over 60.",0,0,0,Shanghainese
region,437,How serious is Region discrimination in Shanghai?,"Graduated in 2017, newly established a department, newly purchased large-scale equipment, the manufacturer arranged to visit and study two of the Ashan Hospital affiliated to Shanghai Adan University.",0,0,0,Shanghainese
region,4563,Is Region discrimination serious in Zhejiang?,How difficult is it for you to make Zhejiang people go to universities in the province?,1,1,3,Zhejiang people
region,1987,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","China's first expressway under construction, the Shenyang-Dalian Expressway.",0,0,0,Northeasterners
region,2556,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","Because from the perspective of online rhythm, China can basically be divided into.",0,0,0,Northeasterners
region,449,How serious is Region discrimination in Shanghai?,"Region discrimination is found in many cities, but few are as obsessed with regions as Shanghai.",0,2,3,Shanghainese
